image_path,label_path,class_name,class_id,x_center,y_center,width,height
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_111.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_111.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_112.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_112.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_113.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_113.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_114.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_114.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_115.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_115.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_116.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_116.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_117.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_117.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_118.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_118.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_119.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_119.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_120.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_120.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_121.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_121.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_122.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_122.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_123.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_123.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_130.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_130.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_141.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_141.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_152.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_152.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_157.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_157.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_158.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_158.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_159.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_159.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_160.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_160.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_161.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_161.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_162.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_162.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_163.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_163.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_164.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_164.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_165.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_165.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_166.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_166.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_167.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_167.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_168.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_168.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_169.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_169.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_170.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_170.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_171.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_171.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_172.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_172.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_173.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_173.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_174.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_174.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_175.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_175.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_176.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_176.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_177.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_177.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_178.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_178.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_179.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_179.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_180.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_180.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_181.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_181.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_182.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_182.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_183.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_183.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_184.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_184.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_185.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_185.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_186.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_186.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_187.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_187.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_188.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_188.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_189.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_189.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_190.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_190.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_191.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_191.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_193.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_193.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_194.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_194.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_195.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_195.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_196.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_196.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_197.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_197.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_198.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_198.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_199.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_199.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_200.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_200.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_201.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_201.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_202.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_202.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_203.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_203.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_204.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_204.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_205.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_205.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_206.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_206.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_207.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_207.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_208.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_208.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_209.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_209.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_210.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_210.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_211.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_211.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_212.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_212.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_213.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_213.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_214.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_214.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_215.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_215.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_216.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_216.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_217.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_217.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_218.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_218.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_219.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_219.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_226.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_226.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_237.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_237.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_248.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_248.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_253.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_253.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_254.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_254.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_255.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_255.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_256.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_256.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_257.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_257.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_258.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_258.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_259.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_259.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_260.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_260.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\missing_part\aug_261.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\missing_part\aug_261.txt,damage\missing_part,1,0.5,0.5,0.95,0.95
